ID,YEAR,SITE,FIELD,FARM,YIELD,FSIZE,WDEPT,IRRI,DARI,MOW1,MOW2,VEG1,VEG2,CFERT,HRBF,HRBL,INSE.A,INSE,ROTA,FLOD,PLNTA,PLNTR,SPIDR,DRGNF,CLPTR,FROGR,PLPHY,HYLA,TADPL,LOACH,EFPLT,EFSPI,EFDRG,EFCLP,EFFRG,EFTRP
247,1,NO,NOK12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
248,1,NO,NOK13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
249,1,NO,NOK14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
250,1,NO,NOY01,2,NA,3300,10,NA,NA,3,9,0.288888889,0.08345679,0,0,0,0,0,0,0,8,4,7,1,1,2,21,1,107,0,3,80,40,8,80,5
251,1,NO,NOY03,2,NA,3560,10,NA,NA,3,9,0.322222222,0.10382716,0,0,0,0,0,0,0,5,1,2,2,1,2,21,1,128,1,3,80,40,8,80,5
252,1,NO,NOY04,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
253,1,NO,NOY05,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,10,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
254,1,NO,NOY06,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
255,1,NO,NOY07,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
256,1,NO,NOY08,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
257,1,NO,NOY09,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
258,1,NO,NOY10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
259,2,KA,KAK03,0,NA,700,NA,39,24,1,1,0.139583333,0.019483507,1.44,3,3,1,1,0,0,0,0,2,0,24,2,0,24,79,0,3,80,40,8,160,10
260,2,KA,KAK04,0,NA,770,NA,39,24,1,1,0.131111111,0.017190123,1.44,3,3,1,1,0,0,0,0,0,0,11,2,0,26,21,0,3,80,40,8,160,10
261,2,KA,KAK05,0,NA,3800,NA,39,24,1,1,NA,NA,1.44,3,3,1,1,0,0,0,0,4,0,7,NA,NA,NA,NA,NA,3,80,40,8,NA,NA
262,2,KA,KAT03,1,NA,2300,NA,39,24,1,1,0.035416667,0.00125434,1.44,3,3,0,0,0,NA,0,0,4,0,35,0,0,0,40,0,3,80,40,8,160,10
263,2,KA,KAT04,1,NA,1540,NA,39,24,1,1,0.064814815,0.00420096,1.44,3,3,0,0,0,NA,0,0,7,0,60,1,0,1,39,0,3,80,40,8,160,10
264,2,KA,KAT05,1,NA,3100,NA,39,24,1,1,NA,NA,1.44,3,3,0,0,0,NA,0,0,6,0,10,NA,NA,NA,NA,NA,3,80,40,8,NA,NA
265,2,KO,KOK03,0,480,1970,6,48,14,2,4,0.053333333,0.002844444,0.5531,3,NA,1,0,0,1,0,0,10,11,21,1,0,12,103,0,3,80,40,8,160,10
266,2,KO,KOK04,0,480,2000,6,48,14,2,4,0.046862745,0.002196117,0.5531,3,NA,1,0,0,1,0,0,7,5,24,2,1,17,95,2,3,80,40,8,160,10
267,2,KO,KOK05,0,480,2550,6,48,14,2,4,NA,NA,0.5531,3,NA,1,0,0,1,3,1,9,5,0,NA,NA,NA,NA,NA,3,80,40,8,NA,NA
268,2,KO,KOK06,0,480,4200,6,48,14,2,4,NA,NA,0.5531,3,NA,1,0,0,1,5,0,13,3,1,NA,NA,NA,NA,NA,3,80,40,8,NA,NA
269,2,KO,KOY01,2,NA,3500,15,22,64,4,16,0.130833333,0.017117361,0,0,0,0,0,0,0,5,3,14,10,7,3,7,34,121,24,3,80,40,8,80,10
270,2,KO,KOY02,2,NA,3500,15,22,64,4,16,0.071666667,0.005136111,0,0,0,0,0,0,0,9,4,9,38,12,3,10,25,89,13,3,80,40,8,80,10
271,2,KO,KOY03,2,NA,1900,15,22,64,NA,NA,NA,NA,0,0,0,0,0,0,0,4,3,8,3,2,NA,NA,NA,NA,NA,3,80,40,8,NA,NA
272,2,KO,KOY04,2,NA,1500,15,22,64,NA,NA,NA,NA,0,0,0,0,0,0,0,4,2,13,13,2,NA,NA,NA,NA,NA,3,80,40,8,NA,NA
273,2,KY,KYK03,0,520,3000,6,42,14,NA,NA,0.112878788,0.012741621,0.6,8,2,1,1,0,0,1,0,4,0,0,3,5,33,133,0,3,80,40,8,160,10
274,2,KY,KYK04,0,520,3000,6,42,14,NA,NA,NA,NA,0.6,8,2,1,1,0,0,1,0,0,2,0,NA,NA,NA,NA,NA,3,80,40,8,NA,NA
275,2,KY,KYK05,0,520,3000,6,42,14,NA,NA,0.157017544,0.024654509,0.6,8,2,1,1,0,0,0,0,1,0,0,3,3,36,48,0,3,80,40,8,160,10
276,2,KY,KYY01,2,NA,4980,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,6,3,6,13,5,NA,NA,NA,NA,NA,3,80,40,8,NA,NA
277,2,KY,KYY01,2,NA,4980,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,6,3,6,13,5,NA,NA,NA,NA,NA,3,80,40,8,NA,NA
278,2,KY,KYY03,2,NA,4800,NA,NA,NA,NA,NA,0.1675,0.02805625,0,0,0,0,0,0,NA,7,3,1,31,2,3,4,13,10,1,3,80,40,8,160,10
279,2,KY,KYY04,2,NA,4500,NA,NA,NA,NA,NA,0.166666667,0.027777778,0,0,0,0,0,0,NA,4,1,1,9,7,3,1,7,7,4,3,80,40,8,160,10
280,2,NO,NOK03,0,450,2700,3,39,9,2,4,NA,NA,1.008,NA,NA,1,0,0,0,0,0,2,25,0,NA,NA,NA,NA,NA,3,80,40,8,NA,NA
281,2,NO,NOK04,0,450,2800,3,39,9,2,4,0.160701754,0.025825054,1.008,NA,NA,1,0,0,0,0,0,5,25,0,2,70,13,14,0,3,80,40,8,160,10
282,2,NO,NOK05,0,450,2700,3,39,9,2,4,0.092982456,0.008645737,1.008,NA,NA,1,0,0,0,0,0,1,95,0,2,59,3,6,0,3,80,40,8,160,10
283,2,NO,NOY01,2,360,3300,13,32,NA,3,9,0.264705882,0.070069204,0,0,0,0,0,0,0,6,4,2,60,1,2,41,2,57,0,3,80,40,8,80,10
284,2,NO,NOY02,2,360,3520,13,32,NA,3,9,NA,NA,0,0,0,0,0,0,0,5,3,2,24,0,NA,NA,NA,NA,NA,3,80,40,8,NA,NA
285,2,NO,NOY03,2,360,3560,13,32,NA,3,9,0.229824561,0.052819329,0,0,0,0,0,0,0,2,0,1,35,1,3,42,4,23,0,3,80,40,8,80,10
286,3,KA,KAK06,0,NA,3203,NA,7,14,NA,NA,NA,NA,1,3,3,1,1,0,0,NA,NA,0,1,31,NA,NA,NA,NA,NA,NA,80,40,8,NA,NA
287,3,KA,KAK07,0,NA,3203,NA,7,14,NA,NA,NA,NA,1,3,3,1,1,0,0,NA,NA,1,0,24,NA,NA,NA,NA,NA,NA,80,40,8,NA,NA
288,3,KA,KAK08,0,NA,3203,NA,7,14,NA,NA,NA,NA,1,3,3,1,0,0,0,NA,NA,0,5,3,NA,NA,NA,NA,NA,NA,80,40,8,NA,NA
289,3,KA,KAK09,0,NA,3203,NA,7,14,NA,NA,NA,NA,1,3,3,1,0,0,0,NA,NA,0,0,27,NA,NA,NA,NA,NA,NA,80,40,8,NA,NA
290,3,KA,KAT06,1,NA,3203,NA,7,14,NA,NA,NA,NA,1,3,3,0,0,0,0,1,1,1,14,61,NA,NA,NA,NA,NA,3,80,40,8,NA,NA
291,3,KA,KAT07,1,NA,3203,NA,7,14,NA,NA,NA,NA,1,3,3,0,0,0,0,0,0,0,10,37,NA,NA,NA,NA,NA,3,80,40,8,NA,NA
292,3,KA,KAT08,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
293,3,KA,KAT09,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
294,3,KO,KOK03,0,480,1970,5.5,49,14,NA,NA,0.047407407,0.002247462,0.4264,4,NA,1,0,0,1,10,5,2,10,29,2,2,8,90,0,3,80,40,8,160,10
295,3,KO,KOK04,0,480,2000,5.5,49,14,NA,NA,0.046296296,0.002143347,0.4264,4,NA,1,0,0,1,6,4,9,13,2,2,1,7,112,0,3,80,40,8,160,10
296,3,KO,KOK07,0,480,1600,5.5,49,14,NA,NA,NA,NA,0.4264,4,NA,1,0,0,1,4,4,5,0,17,NA,NA,NA,NA,NA,3,80,40,8,NA,NA
297,3,KO,KOK08,0,480,1900,5.5,49,14,NA,NA,NA,NA,0.4264,4,NA,1,0,0,1,4,3,15,2,2,NA,NA,NA,NA,NA,3,80,40,8,NA,NA
298,3,KO,KOK17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
299,3,KO,KOK18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
300,3,KO,KOK19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
301,3,KO,KOK20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
302,3,KO,KOK21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
303,3,KO,KOK22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
304,3,KO,KOY04,2,240,1500,15,22,29,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,23,2,1,NA,NA,NA,NA,NA,NA,80,40,8,NA,NA
305,3,KO,KOY05,2,240,2000,15,22,29,NA,NA,0.104074074,0.010831413,0,0,0,0,0,0,0,NA,NA,11,9,35,4,10,48,52,0,NA,80,40,8,160,10
306,3,KO,KOY06,2,240,2100,15,22,29,NA,NA,0.119230769,0.014215976,0,0,0,0,0,0,0,NA,NA,10,0,27,3,3,38,56,0,NA,80,40,8,160,10
307,3,KO,KOY07,2,240,2500,15,22,29,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,7,9,2,NA,NA,NA,NA,NA,NA,80,40,8,NA,NA
308,3,KY,KYK03,0,520,3000,5.5,48,24,NA,NA,0.07,0.0049,0.8,NA,2,1,1,0,0,0,0,7,3,1,2,0,25,30,0,3,80,40,8,160,10
309,3,KY,KYK04,0,520,3000,5.5,48,24,NA,NA,NA,NA,0.8,NA,2,1,1,0,0,0,0,7,7,3,NA,NA,NA,NA,NA,3,80,40,8,NA,NA
310,3,KY,KYK05,0,520,3000,5.5,48,24,NA,NA,0.05030303,0.002530395,0.8,NA,2,1,1,0,0,0,0,5,20,1,2,2,42,66,0,3,80,40,8,160,10
311,3,KY,KYK14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
312,3,KY,KYK15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
313,3,KY,KYK16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
314,3,KY,KYK17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
315,3,KY,KYK18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
316,3,KY,KYK19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
317,3,KY,KYK20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
318,3,KY,KYY01,2,300,4980,15,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,8,5,76,0,5,NA,NA,NA,NA,NA,3,80,40,8,NA,NA
319,3,KY,KYY01,2,300,4980,15,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,8,5,76,0,5,NA,NA,NA,NA,NA,3,80,40,8,NA,NA
320,3,KY,KYY03,2,300,4800,15,NA,NA,NA,NA,0.32962963,0.108655693,0,0,0,0,0,0,0,9,4,117,0,4,2,0,9,0,0,3,80,40,8,160,10
321,3,KY,KYY04,2,300,4500,15,NA,NA,NA,NA,0.364583333,0.132921007,0,0,0,0,0,0,0,5,3,62,0,2,2,0,2,1,0,3,80,40,8,160,10
322,3,KY,KYY11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
323,3,KY,KYY12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
324,3,KY,KYY13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
325,3,KY,KYY14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
326,3,KY,KYY15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
327,3,KY,KYY16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
328,3,KY,KYY17,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
329,3,NO,NOK04,0,NA,NA,NA,NA,NA,NA,NA,0.122666667,0.015047111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,11,4,0,0,NA,NA,NA,NA,160,10
330,3,NO,NOK05,0,NA,NA,NA,NA,NA,NA,NA,0.104814815,0.010986145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,18,1,0,0,NA,NA,NA,NA,160,10
331,3,NO,NOK06,0,430,3100,5,34,49,NA,NA,NA,NA,21.672,6,1,1,0,NA,0,0,0,11,26,1,NA,NA,NA,NA,NA,3,80,40,8,NA,NA
332,3,NO,NOK07,0,430,3000,5,34,49,NA,NA,NA,NA,21.672,6,1,1,0,NA,0,0,0,11,71,2,NA,NA,NA,NA,NA,3,80,40,8,NA,NA
333,3,NO,NOK08,0,430,2800,5,34,49,NA,NA,NA,NA,21.672,6,1,1,0,NA,0,0,0,2,67,1,NA,NA,NA,NA,NA,3,80,40,8,NA,NA
334,3,NO,NOK16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
335,3,NO,NOK17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
336,3,NO,NOY01,2,NA,3300,NA,NA,NA,NA,NA,0.159722222,0.025511188,0,0,0,0,0,0,0,4,2,4,1,33,3,9,6,0,0,3,80,40,8,80,10
337,3,NO,NOY02,2,NA,3520,NA,NA,NA,NA,NA,0.17,0.0289,0,0,0,0,0,0,0,4,2,3,0,7,2,10,1,0,0,3,80,40,8,160,10
338,3,NO,NOY03,2,NA,3560,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,6,3,2,0,5,NA,NA,NA,NA,NA,3,80,40,8,NA,NA
339,3,NO,NOY06,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
340,3,NO,NOY11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
341,1,CS,CSK01,0,480,1950,10,44,24,3,9,0,0,16.17,3,0,0,0,0,0,1,0,14,2,5,1,0,4,43,12,3,40,160,20,80,10
342,1,CS,CSK02,0,700,920,10,47,24,2,4,0.183333333,0.033611111,16.94,4,3,0,0,0,0,NA,NA,17,1,4,1,0,1,3,2,NA,40,160,20,80,10
343,1,CS,CSK03,0,450,1070,10,47,24,2,4,NA,NA,16.94,4,3,0,0,0,0,6,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
344,1,CS,CSK04,0,480,1570,10,44,24,3,9,NA,NA,16.17,3,0,0,0,0,0,3,0,11,1,7,NA,NA,NA,NA,NA,3,40,160,20,NA,NA
345,1,CS,CSK05,0,400,890,10,22,24,0,0,NA,NA,2.2,7,3,0,0,0,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
346,1,CS,CSK06,0,450,1270,10,47,24,2,4,NA,NA,16.94,4,3,0,0,0,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
347,1,CS,CSK07,0,510,3700,10,28,24,0,0,NA,NA,3.6,8,3,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
348,1,CS,CSK08,0,450,1390,10,47,24,2,4,NA,NA,16.94,4,3,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
349,1,CS,CSK09,0,510,2780,10,28,24,0,0,NA,NA,3.6,8,3,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
350,1,CS,CSK10,0,510,1300,10,28,24,0,0,NA,NA,3.6,8,3,0,0,0,0,7,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
351,1,CS,CST01,1,480,2000,10,4,24,3,9,0.041666667,0.001736111,0,5,0,0,0,0,0,2,1,17,14,6,1,0,5,1,82,3,40,160,20,80,10
352,1,CS,CST02,1,480,2000,10,4,24,3,9,NA,NA,0,5,0,0,0,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
353,1,CS,CST03,1,480,2400,10,4,24,3,9,0.16,0.0256,0,5,0,0,0,0,0,3,0,13,6,4,2,1,2,0,26,3,40,160,20,80,10
354,1,CS,CST04,1,480,2000,10,4,24,3,9,NA,NA,0,5,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
355,1,CS,CST05,1,480,2100,10,4,24,3,9,NA,NA,0,5,0,0,0,0,0,7,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
356,1,CS,CSY01,2,480,5000,10,4,24,3,9,NA,NA,0,0,0,0,0,0,0,10,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
357,1,CS,CSY02,2,480,5300,10,4,24,3,9,NA,NA,0,0,0,0,0,0,0,12,6,15,4,1,NA,NA,NA,NA,NA,3,40,160,20,NA,NA
358,1,CS,CSY03,2,480,2000,10,4,24,3,9,NA,NA,0,0,0,0,0,0,0,7,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
359,1,CS,CSY04,2,480,2500,10,4,24,3,9,NA,NA,0,0,0,0,0,0,0,13,7,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
360,1,CS,CSY05,2,480,3800,10,4,24,3,9,NA,NA,0,0,0,0,0,0,0,15,7,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
361,1,IO,IOK01,0,600,3000,5,27,9,4,16,0.2875,0.08265625,16.54,3,0,1,0,1,0,NA,NA,7,1,7,1,0,56,1,1,NA,40,160,20,80,10
362,1,IO,IOK02,0,516,4300,5,32,14,4,16,0.241666667,0.058402778,16.54,6,0,0,0,1,0,6,1,5,0,3,2,0,24,19,0,3,40,160,20,80,10
363,1,IO,IOK03,0,NA,1180,5,22,9,4,16,NA,NA,16.54,3,0,1,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
364,1,IO,IOK04,0,600,4500,5,31,19,4,16,NA,NA,16.54,6,0,0,0,1,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
365,1,IO,IOK05,0,600,2700,5,25,9,4,16,NA,NA,16.54,3,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
366,1,IO,IOK06,0,594,4700,5,31,19,4,16,NA,NA,16.54,6,0,0,0,1,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
367,1,IO,IOK07,0,633,3600,5,24,9,4,16,NA,NA,16.54,3,0,1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
368,1,IO,IOK08,0,600,3400,5,25,9,4,16,NA,NA,11.3,3,0,1,0,1,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
369,1,IO,IOK09,0,657,3700,5,25,9,4,16,NA,NA,11.3,3,0,1,0,1,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
370,1,IO,IOK10,0,600,3300,5,24,9,4,16,NA,NA,16.37,3,0,1,0,1,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
371,1,IO,IOK24,0,NA,800,5,22,9,4,16,NA,NA,16.54,3,0,1,0,0,0,NA,NA,15,46,0,NA,NA,NA,NA,NA,NA,40,160,20,NA,NA
372,1,IO,IOK26,0,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
373,1,IO,IOY01,2,531,5700,5,24,52,5,25,NA,NA,0,0,0,0,0,0,0,8,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
374,1,IO,IOY02,2,531,7100,5,24,52,5,25,NA,NA,0,0,0,0,0,0,0,5,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
375,1,IO,IOY03,2,531,2000,5,24,52,5,25,NA,NA,0,0,0,0,0,0,0,5,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
376,1,IO,IOY04,2,531,7600,5,24,52,5,25,NA,NA,0,0,0,0,0,0,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
377,1,IO,IOY05,2,531,2900,5,24,52,5,25,0.2,0.04,0,0,0,0,0,0,0,5,2,10,51,0,2,0,17,0,74,3,40,160,20,80,10
378,1,IO,IOY06,2,531,5100,5,24,52,5,25,NA,NA,0,0,0,0,0,0,0,8,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
379,1,IO,IOY07,2,531,2200,5,24,52,5,25,0.23,0.0529,0,0,0,0,0,0,0,9,4,11,8,1,2,0,19,13,1,3,40,160,20,80,10
380,1,IO,IOY08,2,531,3000,5,24,52,5,25,NA,NA,0,0,0,0,0,0,0,8,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
381,1,IO,IOY09,2,577,1000,5,24,52,5,25,NA,NA,0,0,0,0,0,0,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
382,1,IO,IOY10,2,531,4700,5,24,52,5,25,NA,NA,0,0,0,0,0,0,0,10,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
383,1,IO,IOY11,2,NA,3000,5,24,52,5,25,NA,NA,0,0,0,0,0,0,0,NA,NA,32,32,3,NA,NA,NA,NA,NA,NA,40,160,20,NA,NA
384,1,IS,ISK01,0,560,1900,15,12,19,3,9,0.205555556,0.042253086,11.7,2,1,0,0,0,0,0,0,7,1,0,1,0,2,0,0,3,40,160,20,80,10
385,1,IS,ISK02,0,560,5680,15,12,19,3,9,NA,NA,11.7,2,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
386,1,IS,ISK03,0,560,3840,15,12,19,3,9,0.168888889,0.028523457,11.7,2,1,0,0,0,0,1,1,31,0,3,1,0,2,0,0,3,40,160,20,80,10
387,1,IS,ISK04,0,560,3860,15,12,19,3,9,NA,NA,11.7,2,1,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
388,1,IS,ISK05,0,560,6000,15,12,19,3,9,NA,NA,11.7,2,1,0,0,0,0,1,0,7,0,9,NA,NA,NA,NA,NA,3,40,160,20,NA,NA
389,1,IS,ISK06,0,560,7060,15,12,19,3,9,NA,NA,11.7,2,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
