ID,YEAR,SITE,FIELD,FARM,YIELD,FSIZE,WDEPT,IRRI,DARI,MOW1,MOW2,VEG1,VEG2,CFERT,HRBF,HRBL,INSE.A,INSE,ROTA,FLOD,PLNTA,PLNTR,SPIDR,DRGNF,CLPTR,FROGR,PLPHY,HYLA,TADPL,LOACH,EFPLT,EFSPI,EFDRG,EFCLP,EFFRG,EFTRP
537,3,IO,IOK07,0,600,3600,15,23,24,NA,NA,NA,NA,16.69,3,2,1,0,1,0,4,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
538,3,IO,IOK21,0,450,3200,15,35,24,NA,NA,NA,NA,16.69,3,2,1,0,1,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
539,3,IO,IOK22,0,470,3000,15,32,44,NA,NA,NA,NA,12.39,3,2,0,0,1,0,8,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
540,3,IO,IOK23,0,600,2000,15,25,24,NA,NA,NA,NA,16.69,3,2,1,0,0,0,8,2,9,316,4,NA,NA,NA,NA,NA,3,80,160,20,NA,NA
541,3,IO,IOK24,0,600,800,15,25,24,NA,NA,0.201851852,0.04074417,16.69,3,2,1,0,0,0,2,0,9,213,2,2,0,80,37,0,3,80,160,20,160,10
542,3,IO,IOK25,0,580,3300,15,19,24,NA,NA,NA,NA,12.39,3,2,1,0,1,0,9,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
543,3,IO,IOY01,2,360,5700,15,46,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,8,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
544,3,IO,IOY02,2,360,7100,15,47,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,9,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
545,3,IO,IOY03,2,360,2000,15,44,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,13,6,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
546,3,IO,IOY04,2,360,7600,15,40,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,11,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
547,3,IO,IOY05,2,360,2900,15,40,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,10,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
548,3,IO,IOY06,2,360,5100,15,40,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,12,6,9,39,0,NA,NA,NA,NA,NA,3,80,160,20,NA,NA
549,3,IO,IOY07,2,360,2200,15,34,NA,NA,NA,0.093333333,0.008711111,0,0,0,0,0,0,0,10,5,18,24,0,1,0,18,3,13,3,80,160,20,80,10
550,3,IO,IOY09,2,360,1000,15,34,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,8,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
551,3,IO,IOY10,2,360,4700,15,34,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,14,6,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
552,3,IO,IOY11,2,360,3000,15,44,NA,NA,NA,0.083541667,0.00697921,0,0,0,0,0,0,0,11,6,29,21,0,1,0,12,13,23,3,80,160,20,160,10
553,3,IS,ISK01,0,560,1891,15,10,19,2,4,0.15125,0.022876563,2.88,2,3,NA,NA,0,0,2,1,7,17,15,1,0,99,9,146,3,80,160,20,80,10
554,3,IS,ISK05,0,553,5998,15,42,24,2,4,NA,NA,2.88,3,0,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
555,3,IS,ISK07,0,560,4000,15,10,19,2,4,0.104166667,0.010850694,2.88,2,3,NA,NA,0,0,2,0,11,21,11,2,1,64,15,0,3,80,160,20,160,10
556,3,IS,ISK08,0,570,6179,15,10,19,2,4,NA,NA,2.88,2,3,NA,NA,0,0,4,1,8,330,6,NA,NA,NA,NA,NA,3,80,160,20,NA,NA
557,3,IS,ISK09,0,510,5757,15,25,30,2,4,NA,NA,0.72,3,3,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
558,3,IS,ISK14,0,553,4751,15,42,24,2,4,NA,NA,2.88,3,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
559,3,IS,ISK15,0,553,3860,15,42,24,2,4,NA,NA,2.88,3,0,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
560,3,IS,ISK16,0,553,5000,15,42,24,2,4,NA,NA,2.88,3,0,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
561,3,IS,ISY03,2,358,2934,15,34,32,4,16,0.111428571,0.012416327,0,0,0,0,0,0,0,9,4,33,9,17,2,10,38,3,0,3,80,160,20,80,10
562,3,IS,ISY04,2,333,6397,15,34,32,4,16,NA,NA,0,0,0,0,0,0,0,8,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
563,3,IS,ISY05,2,334,3413,15,35,32,4,16,NA,NA,0,0,0,0,0,0,0,15,7,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
564,3,IS,ISY06,2,334,1764,15,34,32,4,16,NA,NA,0,0,0,0,0,0,0,14,7,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
565,3,IS,ISY07,2,364,1667,15,34,32,4,16,NA,NA,0,0,0,0,0,0,0,10,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
566,3,IS,ISY08,2,334,840,15,34,32,4,16,NA,NA,0,0,0,0,0,0,0,7,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
567,3,IS,ISY09,2,291,2470,15,34,32,4,16,0.156666667,0.024544444,0,0,0,0,0,0,0,11,6,29,11,3,2,1,38,2,0,3,80,160,20,80,10
568,3,IS,ISY11,2,333,2334,15,34,32,4,16,NA,NA,0,0,0,0,0,0,0,11,6,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
569,3,IS,ISY12,2,333,2500,15,34,32,4,16,NA,NA,0,0,0,0,0,0,0,8,4,31,1,0,NA,NA,NA,NA,NA,3,80,160,20,NA,NA
570,3,KK,KKK11,0,510,3648,10,32,14,3,9,NA,NA,2.5,6,0,1,1,0,0,5,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
571,3,KK,KKK13,0,480,5000,15,30,19,0,0,NA,NA,5.6,8,0,1,0,0,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
572,3,KK,KKK14,0,480,5000,15,30,19,0,0,0.133333333,0.017777778,5.6,8,0,1,0,0,0,7,2,14,0,10,1,0,28,0,5,3,80,160,20,160,10
573,3,KK,KKK15,0,480,4000,15,30,19,0,0,NA,NA,5.6,8,0,1,0,0,0,5,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
574,3,KK,KKK16,0,480,3800,30,30,19,1,1,NA,NA,4.9,3,0,1,1,0,0,8,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
575,3,KK,KKK17,0,NA,5200,10,43,24,4,16,NA,NA,0,NA,0,1,1,0,0,6,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
576,3,KK,KKK18,0,468,4235,10,44,NA,2,4,NA,NA,11.57,4,0,0,0,0,0,7,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
577,3,KK,KKK19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
578,3,KK,KKK21,0,480,2000,15,30,19,0,0,NA,NA,5.6,8,0,1,0,0,0,7,2,14,9,11,NA,NA,NA,NA,NA,3,80,160,20,NA,NA
579,3,KK,KKK22,0,480,1800,15,31,19,0,0,NA,NA,5.6,8,0,1,0,0,0,11,5,10,1,4,NA,NA,NA,NA,NA,3,80,160,20,NA,NA
580,3,KK,KKK23,0,NA,NA,NA,NA,NA,NA,NA,0.241666667,0.058402778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22,0,0,NA,NA,NA,NA,160,10
581,3,KK,KKK26,0,NA,NA,NA,NA,NA,NA,NA,0.170833333,0.029184028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,39,0,3,NA,NA,NA,NA,160,10
582,3,KK,KKY03,2,300,1000,15,0,29,4,16,NA,NA,0,0,0,0,0,0,1,8,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
583,3,KK,KKY04,2,360,3100,20,36,29,3,9,NA,NA,0,0,0,0,0,0,0,9,6,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
584,3,KK,KKY05,2,420,1910,25,36,29,3,9,NA,NA,0,0,0,0,0,0,0,12,6,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
585,3,KK,KKY06,2,420,4063,25,36,29,3,9,NA,NA,0,0,0,0,0,0,0,13,6,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
586,3,KK,KKY07,2,360,1782,20,36,29,4,16,0.194444444,0.037808642,0,0,0,0,0,0,0,15,6,31,27,40,2,3,28,0,2,3,80,160,20,80,10
587,3,KK,KKY09,2,300,2600,20,36,29,4,16,0.172916667,0.029900174,0,0,0,0,0,0,0,14,5,63,41,16,1,0,35,0,1,3,80,160,20,80,10
588,3,KK,KKY10,2,330,1200,20,36,29,4,16,NA,NA,0,0,0,0,0,0,0,12,6,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
589,3,KK,KKY11,2,330,2300,20,36,29,4,16,0.19375,0.037539063,0,0,0,0,0,0,0,10,5,56,50,7,1,0,28,0,0,3,80,160,20,160,10
590,3,KK,KKY12,2,300,800,20,0,29,4,16,NA,NA,0,0,0,0,0,0,1,14,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
591,3,OT,OTK01,0,545,2260,15,25,14,3,9,0.329166667,0.108350694,5.6,5,1,1,0,0,0,9,5,48,0,4,2,60,4,0,3,3,80,160,20,80,10
592,3,OT,OTK06,0,545,4220,15,25,14,3,9,0.245833333,0.060434028,5.6,5,1,1,0,0,0,3,1,10,10,1,2,35,30,0,0,3,80,160,20,80,10
593,3,OT,OTK07,0,545,2960,15,25,14,3,9,NA,NA,5.6,5,1,1,0,0,0,4,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
594,3,OT,OTK08,0,545,2930,15,25,14,3,9,0.2875,0.08265625,5.6,5,1,1,0,0,0,8,2,31,7,1,2,24,31,0,0,3,80,160,20,80,10
595,3,OT,OTK09,0,545,2690,15,25,14,3,9,NA,NA,5.6,5,1,1,0,0,0,5,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
596,3,OT,OTK10,0,NA,2960,15,75,65,3,9,NA,NA,0,4,0,1,0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
597,3,OT,OTK11,0,NA,1670,15,41,34,3,9,NA,NA,2.94,5,0,1,0,0,0,8,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
598,3,OT,OTK12,0,NA,3750,15,41,34,3,9,NA,NA,0,5,0,1,0,0,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
599,3,OT,OTY01,2,420,6500,18,4,NA,5,25,0.145833333,0.021267361,0,0,0,0,0,0,1,7,4,53,60,0,3,60,27,20,0,3,80,160,20,80,10
600,3,OT,OTY02,2,420,3000,18,4,NA,5,25,0.122916667,0.015108507,0,0,0,0,0,0,1,4,3,51,99,1,3,58,30,0,2,3,80,160,20,80,10
601,3,OT,OTY04,2,390,1500,18,4,NA,5,25,NA,NA,0,0,0,0,0,0,0,5,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
602,3,OT,OTY05,2,390,1500,18,4,NA,5,25,NA,NA,0,0,0,0,0,0,0,10,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
603,3,OT,OTY07,2,420,2000,18,4,NA,5,25,NA,NA,0,0,0,0,0,0,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
604,3,OT,OTY12,2,420,3500,18,4,NA,5,25,0.085416667,0.007296007,0,0,0,0,0,0,1,10,4,62,71,0,3,31,20,1,2,3,80,160,20,80,10
605,3,OT,OTY13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,14,7,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
606,1,HK,HKK01,0,612,6150,15,19,75,2,4,0.393333333,0.154711111,5.25,3,0,0,0,1,0,NA,NA,0,0,27,2,10,37,12,0,NA,40,80,20,160,6
607,1,HK,HKK02,0,612,4380,15,19,75,2,4,0.3275,0.10725625,5.25,3,0,0,0,1,0,NA,NA,0,0,25,2,3,6,184,0,NA,40,80,20,120,6
608,1,HK,HKK03,0,612,1450,15,19,75,2,4,0.166666667,0.027777778,5.25,3,0,0,0,1,0,NA,NA,0,0,4,1,0,15,215,0,NA,40,80,20,120,6
609,1,HK,HKT01,1,504,7200,15,19,75,2,4,0.504166667,0.254184028,2.86,3,0,0,0,1,0,NA,NA,0,0,26,2,7,20,43,0,NA,40,80,20,160,6
610,1,HK,HKT02,1,504,4010,15,19,75,2,4,0.38,0.1444,2.86,3,0,0,0,1,0,NA,NA,0,0,28,2,1,2,22,0,NA,40,80,20,120,6
611,1,HK,HKT03,1,504,2470,15,19,75,2,4,0.307142857,0.094336735,2.86,3,0,0,0,1,0,NA,NA,1,0,61,2,0,9,231,0,NA,40,80,20,120,6
612,1,KS,KSK01,0,NA,2960,NA,NA,NA,NA,NA,0.162727273,0.026480165,NA,NA,NA,NA,NA,0,0,NA,NA,9,0,5,4,2,30,0,0,NA,40,80,20,160,6
613,1,KS,KSK02,0,NA,2500,NA,NA,NA,NA,NA,0.26625,0.070889063,NA,NA,NA,NA,NA,0,0,NA,NA,24,0,3,2,4,43,1,0,NA,40,80,20,120,6
614,1,KS,KSK03,0,570,3390,20,33,11,7,49,0.177142857,0.031379592,3.9,3,0,0,0,0,0,NA,NA,15,1,4,2,1,21,17,0,NA,40,80,20,120,6
615,1,KS,KST01,1,570,3560,20,33,11,7,49,0.197,0.038809,4.15,4,0,0,0,0,0,NA,NA,12,0,1,2,0,26,0,0,NA,40,80,20,160,6
616,1,KS,KST02,1,570,3560,20,33,11,7,49,0.24,0.0576,4.15,4,0,0,0,0,0,NA,NA,22,0,2,2,1,13,0,0,NA,40,80,20,120,6
617,1,KS,KST03,1,570,3560,20,33,11,7,49,0.268333333,0.072002778,4.15,4,0,0,0,0,0,NA,NA,13,0,6,2,2,10,0,0,NA,40,80,20,120,6
618,1,TK,TKK01,0,540,2900,15,25,4,7,49,0.363333333,0.132011111,17.65,2,0,NA,NA,0,0,NA,NA,27,31,33,2,124,18,3,0,NA,40,80,20,160,6
619,1,TK,TKK02,0,540,3100,15,25,4,7,49,0.446428571,0.199298469,17.65,2,0,NA,NA,0,0,NA,NA,15,3,37,3,98,11,1,0,NA,40,80,20,120,6
620,1,TK,TKK03,0,540,3100,15,25,4,7,49,0.301818182,0.091094215,17.65,2,0,NA,NA,0,0,NA,NA,12,11,41,2,49,49,10,0,NA,40,80,20,120,6
621,1,TK,TKK04,0,540,3000,15,25,19,2,4,0.031,0.000961,5.95,2,3,1,1,0,0,NA,NA,26,0,11,2,4,6,19,0,NA,40,80,20,160,6
622,1,TK,TKK05,0,540,2230,15,25,19,2,4,0.0025,6.25E-06,5.95,2,3,1,1,0,0,NA,NA,18,1,11,2,3,7,0,0,NA,40,80,20,160,6
623,1,TK,TKK06,0,540,2900,15,25,19,2,4,0.003333333,1.11E-05,5.95,2,3,1,1,0,0,NA,NA,15,2,10,2,5,23,14,0,NA,40,80,20,160,6
624,1,TK,TKY01,2,270,3020,15,0,24,4,16,0.424166667,0.179917361,0,0,0,0,0,0,1,NA,NA,23,1,20,2,68,0,2,0,NA,40,80,20,160,6
625,1,TK,TKY02,2,270,3060,15,0,24,4,16,0.357692308,0.127943787,0,0,0,0,0,0,1,NA,NA,16,0,14,3,113,2,8,0,NA,40,80,20,160,6
626,1,TK,TKY03,2,270,3020,15,0,24,4,16,0.48875,0.238876563,0,0,0,0,0,0,1,NA,NA,17,29,10,2,76,0,0,0,NA,40,80,20,120,6
627,2,AT,ATK01,0,NA,840,7,39,24,3,9,0.70875,0.502326563,9.2,3,NA,1,0,1,0,4,0,3,0,13,1,0,0,64,0,6,80,80,20,160,8
628,2,AT,ATK02,0,NA,1680,7,39,24,3,9,NA,NA,9.2,3,NA,1,0,1,0,4,1,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
629,2,AT,ATK03,0,NA,1820,7,39,24,3,9,0.60125,0.361501563,9.2,3,NA,1,0,1,0,5,1,6,0,11,0,0,0,44,0,6,80,80,20,160,8
630,2,AT,ATK04,0,NA,1850,7,39,24,3,9,NA,NA,9.2,3,NA,1,0,1,0,4,1,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
631,2,AT,ATK05,0,NA,1140,7,39,24,3,9,0.67375,0.453939063,9.2,3,NA,1,0,1,0,5,1,7,0,5,0,0,0,35,0,6,80,80,20,160,8
632,2,AT,ATY01,2,222,1760,10,8,45,3,9,0.35375,0.125139063,0,0,0,0,0,0,0,5,2,22,0,9,2,2,0,9,24,6,80,80,20,160,8
633,2,AT,ATY02,2,222,2990,10,8,45,3,9,0.493125,0.243172266,0,0,0,0,0,0,0,5,1,19,0,3,1,0,0,10,79,6,80,80,20,160,8
634,2,AT,ATY03,2,222,2850,10,8,45,3,9,0.508,0.258064,0,0,0,0,0,0,0,7,4,17,0,8,2,1,0,0,8,6,80,80,20,160,8
635,2,AT,ATY04,2,222,2912,10,8,45,3,9,NA,NA,0,0,0,0,0,0,0,6,2,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
636,2,AT,ATY05,2,222,3390,10,8,45,3,9,NA,NA,0,0,0,0,0,0,0,5,2,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
637,2,TK,TKK07,0,600,3380,7,24,19,2,4,NA,NA,7.08,2,2,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
638,2,TK,TKK08,0,628,2930,7,22,19,2,4,0.305769231,0.093494822,13.08,3,1,1,1,0,0,0,0,6,15,28,2,4,15,8,0,6,80,80,20,160,8
639,2,TK,TKK09,0,585,2820,7,20,19,2,4,0.366875,0.134597266,13.08,6,2,1,1,0,0,0,0,6,0,1,1,4,0,7,0,6,80,80,20,160,8
640,2,TK,TKK10,0,399,2930,7,28,19,2,4,0.235555556,0.05548642,13.08,3,1,1,1,0,0,0,0,5,10,12,2,29,2,7,0,6,80,80,20,160,8
641,2,TK,TKK11,0,597,1910,7,27,19,2,4,NA,NA,13.08,2,2,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
642,2,TK,TKY04,2,NA,3000,13,44,NA,3,9,0.603125,0.363759766,0,0,0,0,0,0,0,6,3,17,41,82,1,81,0,1,0,6,80,80,20,160,8
643,2,TK,TKY05,2,NA,3000,13,44,NA,3,9,0.575,0.330625,0,0,0,0,0,0,0,7,4,26,79,20,1,101,0,27,0,6,80,80,20,160,8
644,2,TK,TKY06,2,NA,3000,13,44,NA,3,9,0.7475,0.55875625,0,0,0,0,0,0,0,4,2,7,151,21,1,149,0,2,0,6,80,80,20,160,8
645,2,TK,TKY07,2,NA,3000,13,44,NA,3,9,NA,NA,0,0,0,0,0,1,0,9,4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
646,2,TK,TKY08,2,NA,3000,13,44,NA,3,9,NA,NA,0,0,0,0,0,0,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
647,2,YA,YAK01,0,540,3000,10,33,13,0,0,0.27375,0.074939063,6.8,5,1,1,1,0,0,1,0,13,0,9,1,0,22,36,1,6,80,80,20,160,8
648,2,YA,YAK02,0,720,3000,10,27,9,0,0,0.151111111,0.022834568,6.8,5,1,1,1,0,0,0,0,33,0,10,2,2,157,NA,NA,6,80,80,20,160,NA
649,2,YA,YAK03,0,720,3000,10,27,9,0,0,0.195555556,0.038241975,6.8,5,1,1,1,0,0,1,0,59,0,20,1,0,86,64,22,6,80,80,20,160,8
650,2,YA,YAK04,0,540,3000,10,33,13,0,0,NA,NA,6.8,5,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,18,0,6,NA,NA,NA,NA,8
651,2,YA,YAT01,1,480,3000,10,44,19,5,25,0.05625,0.003164063,9.88,3,0,0,0,0,0,0,0,30,0,15,0,0,0,7,0,6,80,80,20,160,8
652,2,YA,YAT02,1,480,2450,10,44,19,5,25,0.125,0.015625,9.88,3,0,0,0,0,0,0,0,20,3,9,2,2,2,4,0,6,80,80,20,160,8
653,2,YA,YAT03,1,480,1970,10,44,19,5,25,0.093888889,0.008815123,9.88,3,0,0,0,0,0,0,0,8,1,17,1,0,40,NA,NA,6,80,80,20,160,NA
654,2,YA,YAT04,1,484,1920,6,39,19,4,16,NA,NA,3.58,3,0,1,1,0,0,3,0,NA,NA,NA,NA,NA,NA,2,0,6,NA,NA,NA,NA,8
655,3,AT,ATK06,0,420,3340,7,14,14,NA,NA,0.221794872,0.049192965,24.425,3,0,1,1,1,0,NA,NA,9,0,NA,2,0,32,NA,NA,NA,80,160,NA,160,NA
656,3,AT,ATK07,0,420,1830,7,14,14,NA,NA,0.32875,0.108076562,24.425,3,0,1,1,1,0,NA,NA,4,0,NA,2,0,5,NA,NA,NA,80,160,NA,160,NA
657,3,AT,ATK08,0,420,1910,7,14,14,NA,NA,NA,NA,24.425,3,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,3,AT,ATK09,0,420,3000,7,14,14,NA,NA,0.263076923,0.069209467,24.425,3,0,1,1,1,0,NA,NA,6,0,NA,2,0,9,NA,NA,NA,80,160,NA,160,NA
659,3,AT,ATK10,0,420,3330,7,14,14,NA,NA,NA,NA,24.425,3,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,3,AT,ATY01,2,270,1760,10,9,44,3,9,0.444444444,0.197530864,0,0,0,0,0,0,0,NA,NA,9,0,8,2,1,0,0,3,NA,80,160,20,160,8
661,3,AT,ATY02,2,270,2990,10,9,44,3,9,0.405,0.164025,0,0,0,0,0,0,0,NA,NA,19,0,30,1,0,0,4,2,NA,80,160,20,160,8
662,3,AT,ATY03,2,270,2850,10,9,44,3,9,0.427916667,0.183112674,0,0,0,0,0,0,0,NA,NA,7,0,1,1,0,0,0,35,NA,80,160,20,160,8
663,3,AT,ATY04,2,270,2912,10,9,44,3,9,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664,3,AT,ATY05,2,270,3390,10,9,44,3,9,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,3,TK,TKK07,0,540,3380,7,30,19,3,9,NA,NA,6.48,7,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,3,TK,TKK08,0,540,2930,7,30,19,3,9,0.306703704,0.094067162,6.48,7,0,1,1,0,0,NA,NA,11,5,22,1,0,8,2,0,NA,80,160,20,160,8
667,3,TK,TKK09,0,540,2820,7,30,19,3,9,0.307291667,0.094428168,6.48,7,0,1,1,0,0,NA,NA,16,6,7,2,1,2,14,0,NA,80,160,20,160,8
668,3,TK,TKK10,0,540,2930,7,30,19,3,9,0.343333333,0.117877778,6.48,7,0,1,1,0,0,NA,NA,12,10,3,2,3,4,31,0,NA,80,160,20,160,8
669,3,TK,TKK11,0,540,1910,7,30,19,3,9,NA,NA,6.48,7,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,3,TK,TKY04,2,NA,3000,13,34,37,3,9,0.64962963,0.422018656,0,0,0,0,0,0,0,NA,NA,29,436,23,1,43,0,3,0,NA,80,160,20,160,8
671,3,TK,TKY05,2,NA,3000,13,34,14,3,9,0.746666667,0.557511111,0,0,0,0,0,0,0,NA,NA,34,612,1,2,34,1,NA,NA,NA,80,160,20,160,NA
672,3,TK,TKY06,2,NA,3000,13,34,37,3,9,0.517948718,0.268270874,0,0,0,0,0,0,0,NA,NA,33,216,15,2,96,8,7,2,NA,80,160,20,160,8
673,3,TK,TKY07,2,NA,3000,13,34,37,3,9,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,8
674,3,TK,TKY08,2,NA,3000,13,34,37,4,16,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,8
675,3,TK,TKY09,2,NA,3400,13,34,49,3,9,0.66875,0.447226563,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,148,0,0,1,NA,NA,NA,20,160,8
676,3,YA,YAK03,0,680,3000,10,17,12,0,0,0.227777778,0.051882716,7.92,5,0,1,1,0,0,NA,NA,12,3,8,2,2,1,47,1,NA,80,160,20,160,8
677,3,YA,YAK04,0,510,3000,10,17,14,0,0,NA,NA,7.92,5,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,3,YA,YAK05,0,680,3000,10,17,12,0,0,NA,NA,7.92,5,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,66,0,NA,NA,NA,NA,NA,8
679,3,YA,YAK06,0,680,3000,10,17,12,0,0,0.244761905,0.05990839,7.92,5,0,1,1,0,0,NA,NA,7,1,2,2,2,36,11,1,NA,80,160,20,160,2
680,3,YA,YAK07,0,680,3000,10,17,12,0,0,0.195,0.038025,7.92,5,0,1,1,0,0,NA,NA,3,0,2,2,2,5,NA,NA,NA,80,160,20,160,NA
681,3,YA,YAT01,1,480,3000,10,38,17,5,25,0.291666667,0.085069444,9.88,3,0,0,0,0,0,NA,NA,17,0,3,1,1,0,125,0,NA,80,160,20,160,8
682,3,YA,YAT02,1,480,2450,10,38,17,5,25,0.128571429,0.016530612,9.88,3,0,0,0,0,0,NA,NA,10,0,4,3,2,9,0,0,NA,80,160,20,160,8
683,3,YA,YAT05,1,360,2950,10,44,21,5,25,0.147666667,0.021805444,0,0,0,0,0,0,0,NA,NA,NA,0,2,3,10,5,0,0,NA,NA,160,20,160,8
